event_key,name,active,event_start,event_end,event_type,event_subtype,seats,description,speakers,moderators,artists,sponsors,exhibitors,volunteers,venue,address,media_url,company,audience,subject,geo_area,tags,host_org,rsvp_url,surveys
62,Bastion,Y,11/11/2016 4:00 PM,11/11/2016 7:00 PM,Video Game,,,"The Kid is in an apoplectic wasteland and works to survive, will he survive in the wake of the Calamity? [PSTV (Vita) Digital, 1 player]",,Tracy Booze,,,,,Speed Run Allayway,,,,,,,,,,n
63,Tales of- Which one should I play again?,Y,11/12/2016 10:00 AM,11/12/2016 4:00 PM,Video Game,,,"Interested in trying out one of the Tales of Games? They have a lot of different games out and have been going strong for 21 years and their sixteenth entry will have its US Release in January 2017. <br /> Games in the Alley: (PS3, 4-Player) Tales of Symphonia, Tales of Graces F, Tales of Xilla, Tales of Xilla 2, (PS3, 2-Player) Tales of Symphonia Dawn of a New World, (Vita/PSTV, 1-Player) Tales of Hearts R, (PS2, 4-Player, If it works out) Tales of the Abyss",,Tracy Booze,,,,,Speed Run Allayway,,,,,,,,,,n
64,Social Deception,Y,11/11/2016 2:30 PM,11/11/2016 7:00 PM,Conglomerate of Social Deception games,,,"Social Deception games are games whose primary focus is lying and detecting liars. Games such as: Coup, Secret Hitler, One Night Ultimate Werewolf, and The Resistance are all short games that you can spend 15-30 minutes playing. Another game that might (provided enough players want to play it and have the time to play) be played is Battlestar Galactica(120-240 minutes play time). <br /> <br /> Coup (2-6 players): There are 5 different influence cards and each one has 3 copies of it in the deck.The game starts with each player having 2 influence cards and two coins. Each type of influence card has different actions it can provide during your[the player] turn. During other players turn you have counteractions that you influence cards give you. This is where the social deception is. Players can and will bluff! One card is the Duke, each turn the duke can take something called duke tax which grants him 3 coins as opposed to 1. Many players will start play claiming to be a duke such as if there are 5 players each one claims to be a Duke you know there is only 3 dukes, odds are a few players are bluffing you can try to call them out or just let it play.<br /> <br /> Secret Hitler (5-10 players): The political agenda has been swayed, fascist are now attempting to seize control of the political regime, and put Hitler into power. There are two factions, liberals and fascists, each has their own objectives in order to win. The liberals are trying to pass 5 liberal policies or kill Hitler. Fascists are trying to pass 6 fascists policies or get Hitler into the chancellor office after the 3 fascist policy has been played. At the start of the game players find out what side they are on and then all players close their eyes and then Hitler gives a signal (raises his thumb) while keeping his eyes closed as the fascists open their eyes identify the other fascists and identify who Hitler is. There are multiple ways of play but this is generally how the game is played. More rules regarding play are in the instructions.<br /> <br /> One Night Ultimate Werewolf (3-10 players): The villagers have uncovered a frightening truth there are werewolves nearby. There are a lot mechanics in this game so much so that I can't pick out what to say for it. Essentially, the villagers have to work out who the werewolf is or are out of their group and agree (via vote) to kill said player(s). Be careful though since there may be no werewolves.<br /> <br /> The Resistance (5-10 players): Revolution can be difficult to pull off, especially when spies have infiltrated your ranks. You[the players] are attempting to overthrow an Empire and free your allies through the successful completion of various missions set out by teams of players. However, complications can arise when others are acting against this agenda from within your own ranks.<br /> <br /> Battlestar Galactica (3-6 players): This game is similar to how the actual series was in the remake from 2004. Players are in a desperate race to get to Kobol before the spy can implement major parts of their plan.<br /> <br />",,Paul Manley,,,,,Gaming Table 6,,,,,,,,,,n
65,Rainbow Ruler,Y,11/11/2016 1:00 PM,11/11/2016 3:00 PM,Board Game,,,"Use a die, action cards, crystals, and other players to defeat monsters. By defeating monsters you gain crystals. Players can trade action cards, crystals and services to defeat monsters, while also trying to be the first to collect 2 of each color, thereby transcending to the rainbow ruler of the universe.",,Julian Buettgenback,,,,,Gaming Table 4,,,,,,,,,,n
66,Pokemon League Showdown,Y,11/11/2016 8:00 AM,11/12/2016 1:00 AM,Computer Game,,,"Seven people and I have created teams in Pokemon Showdown. We have declared ourselves to be Gym Leaders. Throughout the days of Nanocon people will be able to challenge each of us a maximum of twice a day. Depending on the number of people who are capable of beating all eight Gym Leaders we may or may not have them face off against each other to determine the ""Elite Four"" and potentially a ""Champion."" If there are fewer players who are capable of beating all eight Gyms, the battle for ""Elite Four"" and ""Champion"" will not be necessary. The players who manage to beat all of the Gym Leaders and earn the title of either ""Elite Four"" member or ""Champion"" will be rewarded with a set of Kanto badge pins, which will be purchased by us, The Gym Leaders.<br /> <br /> Players will be allowed to make any team they want using Pokemon Showdown with a few restrictions. All pokemon on their team must be validated in the ""Ubers"" tier according to Pokemon Showdown. There is also a limit to one of any pokemon to a team. All ""legendary"" and ""mythic"" pokemon are banned from the event; if a specific pokemon's legality for the event is in question, the player can ask one of the Gym Leaders participating in the event. Once players have arranged their team, they cannot change it throughout the event. Players are limited to the six pokemon they choose to put into their team. When a player defeats one of the Gym Leaders, whichever Gym Leader the player defeated will record the player's name and team. In the event that a player has changed the members of their team between matches, any matches they win will not count toward the event.",,Quincton Rush,,,,,General Gaming Area,,,,,,,,,,n
67,Pokemon League Showdown,Y,11/10/2016 7:00 PM,11/11/2016 1:00 AM,Computer Game,,,"Seven people and I have created teams in Pokemon Showdown. We have declared ourselves to be Gym Leaders. Throughout the days of Nanocon people will be able to challenge each of us a maximum of twice a day. Depending on the number of people who are capable of beating all eight Gym Leaders we may or may not have them face off against each other to determine the ""Elite Four"" and potentially a ""Champion."" If there are fewer players who are capable of beating all eight Gyms, the battle for ""Elite Four"" and ""Champion"" will not be necessary. The players who manage to beat all of the Gym Leaders and earn the title of either ""Elite Four"" member or ""Champion"" will be rewarded with a set of Kanto badge pins, which will be purchased by us, The Gym Leaders.<br /> <br /> Players will be allowed to make any team they want using Pokemon Showdown with a few restrictions. All pokemon on their team must be validated in the ""Ubers"" tier according to Pokemon Showdown. There is also a limit to one of any pokemon to a team. All ""legendary"" and ""mythic"" pokemon are banned from the event; if a specific pokemon's legality for the event is in question, the player can ask one of the Gym Leaders participating in the event. Once players have arranged their team, they cannot change it throughout the event. Players are limited to the six pokemon they choose to put into their team. When a player defeats one of the Gym Leaders, whichever Gym Leader the player defeated will record the player's name and team. In the event that a player has changed the members of their team between matches, any matches they win will not count toward the event.",,Quincton Rush,,,,,General Gaming Area,,,,,,,,,,y
68,Pokemon League Showdown,Y,11/12/2016 8:00 AM,11/13/2016 1:00 AM,Computer Game,,,"Seven people and I have created teams in Pokemon Showdown. We have declared ourselves to be Gym Leaders. Throughout the days of Nanocon people will be able to challenge each of us a maximum of twice a day. Depending on the number of people who are capable of beating all eight Gym Leaders we may or may not have them face off against each other to determine the ""Elite Four"" and potentially a ""Champion."" If there are fewer players who are capable of beating all eight Gyms, the battle for ""Elite Four"" and ""Champion"" will not be necessary. The players who manage to beat all of the Gym Leaders and earn the title of either ""Elite Four"" member or ""Champion"" will be rewarded with a set of Kanto badge pins, which will be purchased by us, The Gym Leaders.<br /> <br /> Players will be allowed to make any team they want using Pokemon Showdown with a few restrictions. All pokemon on their team must be validated in the ""Ubers"" tier according to Pokemon Showdown. There is also a limit to one of any pokemon to a team. All ""legendary"" and ""mythic"" pokemon are banned from the event; if a specific pokemon's legality for the event is in question, the player can ask one of the Gym Leaders participating in the event. Once players have arranged their team, they cannot change it throughout the event. Players are limited to the six pokemon they choose to put into their team. When a player defeats one of the Gym Leaders, whichever Gym Leader the player defeated will record the player's name and team. In the event that a player has changed the members of their team between matches, any matches they win will not count toward the event.",,Quincton Rush,,,,,General Gaming Area,,,,,,,,,,y
69,Flashbax 48 Commander Event,Y,11/12/2016 10:00 AM,11/12/2016 6:00 PM,Card Game,,,"Flashbax will be hosting a 48 hour MTG Commander event. We need min. of 8 people for this event. Each player must have a legal Commander Deck (WotC legal). Each player will play best 2 out of 3, no more than a total of 5 matches throughout the day. Each player may not play the same person more than 1 time a day. Points will be rewarded as follows: Loss=1, tie=2, win=3. Each player will get a free promotional card for participating. Top 3 will get very cool prizes as well.",,Erik Braley,,,,,Gaming Table 8,,,,,,,,Flashbax,,y
7,Persona 3 The Movie #2 Midsummer Knight's Dream,Y,11/12/2016 12:00 AM,11/12/2016 1:30 AM,Anime,,,"Time counts down till the midnight hour and it's resolution, the time has come for Makoto to finish his saga. Will the world end or will he triumph over the apathy in humanity's heart? Movie showing of all four Persona 3 movies over the weekend.",,Tracy Booze,,,,,Speed Run Allayway,,,,,,,,,,y
8,Persona 3 The Movie #3 Falling Down,Y,11/12/2016 10:00 PM,11/12/2016 11:30 PM,Anime,,,"Time counts down till the midnight hour and it's resolution, the time has come for Makoto to finish his saga. Will the world end or will he triumph over the apathy in humanity's heart? Movie showing of all four Persona 3 movies over the weekend.",,Tracy Booze,,,,,Speed Run Allayway,,,,,,,,,,y
9,Persona 3 The Movie #4 Winter of Rebirth,Y,11/13/2016 12:00 AM,11/13/2016 2:00 AM,Anime,,,"Time counts down till the midnight hour and it's resolution, the time has come for Makoto to finish his saga. Will the world end or will he triumph over the apathy in humanity's heart? Movie showing of all four Persona 3 movies over the weekend.",,Tracy Booze,,,,,Speed Run Allayway,,,,,,,,,,y
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
